med_event_ID,conflict_country,conflict_counry_ID,conflict_id,med_location - MULTISELECT,med_loc_cty,med_loc_x,med_loc_y,Day,Month,Year,third_party,third_party_id_GLOPAD,third_party_id,third_party_id_PAX,num_med,med_scope,ind_named_id,individual_med_named,groupings_mechanisms,local_parties,local_party_id,local_indiv_group,num_local,if_loc_belig,agmt,agmt_name,agmt_id_PAX,Summary,source_urls,shuttle,med_type
YEM202211-18,Yemen,678,,unknown,,,,,11,2022,Oman,CON_606,CON_606,698,1,P,,,Oman Process,Ansar Allah; Saudi Arabia,NL;122,,2+,1,0,,,"Huthis and Saudi Arabia intensified Oman-facilitated secret talks that excludes Presidential Leadership Council (PLC) and UN Special Envoy. (SCR: As Grundberg continued with his shuttle diplomacy, there have been reports of direct talks during October and November between the Houthis and Saudi Arabia, as well as Houthi-Saudi talks, facilitated by Oman, on a potential peace agreement. )",https://www.crisisgroup.org/crisiswatch/database?location_region%5B%5D=81&location%5B%5D=90&crisis_state=&created=custom&from_month=1&from_year=2022&to_month=12&to_year=2022,0,M
YEM202212-9,Yemen,678,,United Arab Emirates,ARE,54,24,2,12,2022,United Arab Emirates,CON_591,CON_591,696,1,H,,,,STC: Southern Transitional Council; Yemen (2022-) Presidential Leadership Council; Al Islah Party,ACLED;ACLED;210,,2+,1,0,,,"In attempt to ease intra-PLC tensions, al-Alimi, Southern Transitional Council chief and PLC member Ayderous al-Zubaidi, and PLC Islah representative Abdullah al-Alimi 2 Dec met in United Arab Emirates (UAE).",https://www.crisisgroup.org/crisiswatch/database?location_region%5B%5D=81&location%5B%5D=90&crisis_state=&created=custom&from_month=1&from_year=2022&to_month=12&to_year=2022,0,M
SUD202212-28,Sudan,625,,Khartoum,SDN,32.5,15.6,5,12,2022,United States; United Kingdom; Saudi Arabia; UAE; EU; UN; African Union; IGAD; Norway; Egypt; Turkey,CON_3;CON_19;CON_419;CON_591;IGO_5;IGO_49;IGO_87;IGO_312;CON_81;CON_82;CON_562,CON_3;CON_19;CON_419;CON_591;IGO_5;IGO_49;IGO_87;IGO_312;CON_81;CON_82;CON_562,2;200;670;696;;;;;385;651;640,11,P,,,Trilateral Mechanism; Quad,Political Parties (Generic); Labour Union (Default); Sudanese Professionals Association; Sudanese Alliance; GSLF: Gathering of Sudan Liberation Forces; SLM/A-Minnawi: Sudan Liberation Movement/Army; SLM/A-Transitional Council: Sudan Liberation Movement/Army; JEM: Justice and Equality Movement; SPLM-N-Agar: Sudan People's Liberation Movement; UPFLJ: United Popular Front for Liberation and Justice; Beja Congress; Sudanese Kush Liberation Movement; Kayan Al-Shamal; Democratic Union Party - Sudan Revolutionary Front; The Third Front/Tamazuj; SLM/A: Sudan Liberation Movement/Army; Sudanese Armed Forces,GLO-PAD;GLO-PAD; NL;ACLED;ACLED;265;4477;ACLED;98; NL;ACLED;PAAX; NL; NL;ACLED;6254;127,,2+,1,1,Political Framework Agreement,,"Military leadership and over 40 political parties, armed movements, trade unions, and professional associations sign a political framework agreement in Khartoum outlining a two-year transition period towards ""a full democratic civilian authority.""",https://www.middleeasteye.net/news/sudan-political-deal-wide-rejection-despite-support;https://www.rfi.fr/en/africa/20221205-us-allies-welcome-sudan-initial-pact-to-end-post-coup-crisis;https://english.news.cn/africa/20221206/14a783df920e4bbd820eb898102a8a2c/c.html;https://menafn.com/1105272000/Framework-Deal-Signed-In-Sudan-To-End-Political-Stalemate;http://usa.chinadaily.com.cn/a/202212/07/WS638fd494a31057c47eba2faf.html;https://sudantribune.com/article268084/;https://www.voanews.com/a/pro-coup-coalition-forms-in-sudan-hopes-to-break-country-s-political-stalemate-/6822669.html;https://allafrica.com/stories/202211070019.html;https://sudantribune.com/article266649/;https://allafrica.com/stories/202211220064.html;https://sudantribune.com/article267663/;https://www.dabangasudan.org/en/all-news/article/framework-agreement-between-sudan-military-and-ffc-to-be-signed-tomorrow-hold-out-rebels-fear-military-power;https://www.peaceagreements.org/view/2467;https://www.securitycouncilreport.org/atf/cf/%7B65BFCF9B-6D27-4E9C-8CD3-CF6E4FF96FF9%7D/N2305185.pdf;https://peaceau.org/en/article/communique-the-1137th-meeting-of-the-au-peace-and-security-council-aupsc-held-at-ministerial-level-on-6-february-2023-on-the-updated-briefing-on-the-situation-in-the-sudan,0,M
YEM202212-10,Yemen,678,,Aden,YEM,45.0333,12.8,6,12,2022,EU,IGO_5,IGO_5,,1,H,,,,Ansar Allah,NL,,1,1,0,,,head of Huthi Ministry of Planning and International Cooperation 6 Dec met EU delegation to Yemen to discuss humanitarian situation.,https://www.crisisgroup.org/crisiswatch/database?location_region%5B%5D=81&location%5B%5D=90&crisis_state=&created=custom&from_month=1&from_year=2022&to_month=12&to_year=2022,0,MR
YEM202212-11,Yemen,678,,Riyadh,SAU,46.7167,24.6333,6,12,2022,OSESG-Yemen,IGO_990,IGO_990,,1,P,indnam186,Hans Grundberg,,Ansar Allah; Yemen (2022-) Presidential Leadership Council,NL;ACLED,,1,1,0,,,"Diplomatic efforts continued nonetheless: notably, UN Envoy Hans Grundberg 6 Dec concluded trip to Saudi Arabia;",https://www.crisisgroup.org/crisiswatch/database?location_region%5B%5D=81&location%5B%5D=90&crisis_state=&created=custom&from_month=1&from_year=2022&to_month=12&to_year=2022,1,M
YEM202212-12,Yemen,678,,Aden,YEM,45.0333,12.8,8,12,2022,EU,IGO_5,IGO_5,,1,P,,,,Yemen (2022-) Presidential Leadership Council,ACLED,,1,1,0,,,European Union (EU) ambassadors 8 Dec concluded visit to Aden city where they met Presidential Leadership Council (PLC) head al-Alimi,https://www.crisisgroup.org/crisiswatch/database?location_region%5B%5D=81&location%5B%5D=90&crisis_state=&created=custom&from_month=1&from_year=2022&to_month=12&to_year=2022,0,MR
YEM202212-13,Yemen,678,,Ta`izz,YEM,44.0219,13.5789,10,12,2022,EU,IGO_5,IGO_5,,1,P,,,,Civil Society (Default); Political Parties (Generic),GLO-PAD;GLO-PAD,,2+,1,0,,,"EU delegation 10 Dec met Taiz governor and military, security and civil society leaders in Taiz city",https://www.crisisgroup.org/crisiswatch/database?location_region%5B%5D=81&location%5B%5D=90&crisis_state=&created=custom&from_month=1&from_year=2022&to_month=12&to_year=2022,0,MR
YEM202212-14,Yemen,678,,Sanaa,YEM,44.2064,15.3483,21,12,2022,Oman,CON_606,CON_606,698,1,P,,,Oman Process,Ansar Allah,NL,,1,1,0,,,"Oman had sent a delegation to Sana’a on 21 December 2022 to meet with Houthi leaders...Oman tries to convince Houthis to accept renewal of truce, fails.",https://www.securitycouncilreport.org/whatsinblue/2023/01/yemen-briefing-and-consultations-30.php;https://www.arabnews.com/node/2222516/middle-east;,1,M
SUD202212-29,Sudan,625,,Sudan,SDN,30,15,23,12,2022,UNITAMS; African Union; IGAD,GP-85;IGO_87;IGO_312,;IGO_87;IGO_312,;;,3,P,,,Trilateral Mechanism,Forces for Freedom and Change; Sudanese Armed Forces,NL;127,,2+,1,0,,,"The Forces for Freedom and Change-Change-Central Council (FFC-CC) denied setting a specific date target for the Final Agreement with the military junta, admitting that negotiations are taking longer than expected due to unresolved issues, such as justice, security reform, empowerment removal, possible amendments to the Juba Peace Agreement, and governance issues in eastern Sudan.... The AU-IGAD-UN Trilateral Mechanism already held meetings with a joint military-civilian delegation to discuss the next steps in the political process on Tuesday and Wednesday.",https://allafrica.com/stories/202212230469.html,0,M
SUD202301-40,Sudan,625,,Khartoum,SDN,32.5,15.6,2,1,2023,Egypt,CON_82,CON_82,651,1,P,,,Egypt-neighbours,; Forces for Freedom and Change; Political Parties (Generic); Sudanese Alliance; GSLF: Gathering of Sudan Liberation Forces; SLM/A-Minnawi: Sudan Liberation Movement/Army; SLM/A-Transitional Council: Sudan Liberation Movement/; Sudanese Armed Forces,NL; NL;GLO-PAD;ACLED;ACLED;265; NL;127,,2+,1,0,,,"On 2 January, the Head of the Egyptian General Intelligence Directorate, Major General Abbas Kamel, met with Lieutenant General Al-Burhan and some political actors in Khartoum.",https://www.securitycouncilreport.org/atf/cf/%7B65BFCF9B-6D27-4E9C-8CD3-CF6E4FF96FF9%7D/N2305185.pdf;https://sudantribune.com/article269300/;https://sudantribune.com/article270383/;https://sudantribune.com/article268990/,0,M
SYR202301-1,Syria,652,,Ankara,TUR,32.85,39.93,4,1,2023,Iran; Turkey,CON_289;CON_562,CON_289;CON_562,630;640,2,H,indnam450;indnam418,Sayyed Ebrahim Raisi; Recep Tayyip Erdogan,,,,,0,,0,,,"Iranian President Ebrahim Raisi will visit Ankara on Jan. 4 to meet his Turkish counterpart Tayyip Erdogan for talks likely to focus on the situations in Gaza and Syria as well as bilateral ties, a Turkish official said on Tuesday.",https://cyprus-mail.com/2023/12/26/irans-raisi-to-visit-turkey-on-jan-4-for-talks-focused-on-gaza-turkish-official/,0,MR
SYR202301-2,Syria,652,,Ankara,TUR,32.85,39.93,4,1,2023,Turkey,CON_562,CON_562,640,1,H,,,,National Coalition Of Syrian Revolution and Opposition Forces,ACLED,,1,1,0,,,"Turkey on Tuesday hosted the leaders of Syria’s opposition in a bid to assuage their concern following its overtures to Damascus.Foreign Minister Mevlut Cavusoglu tweeted images of his meeting in Ankara with the opposition Syrian National Council chief Mahmut al-Maslat and other leaders.The talks came less than a week after the defence chiefs of Turkey and Syria held landmarks negotiations in Moscow — the first such meeting since 2011....The head of Syria’s main opposition coalition has said that there will be no change in his movement’s policy towards the regime of President Bashar al-Assad, following moves by Turkey to restore ties with Damascus.Salem Al-Meslet, the head of the Syrian National Coalition of Revolutionary and Opposition Forces, said in a statement published on the group's website that ""the Assad regime is a genocidal regime that has committed thousands of war crimes and massacres against the defenceless Syrian people"".He said the opposition movement remains committed to bringing down the regime.",https://www.digitaljournal.com/world/turkey-hosts-syria-opposition-after-outreach-to-assad/article;https://www.voanews.com/a/turkey-hosts-syria-opposition-after-outreach-to-assad/6903482.html;https://www.bignewsnetwork.com/news/273310844/turkey-hosts-syria-opposition-after-outreach-to-assad;https://gulfnews.com/world/mena/turkey-hosts-syria-opposition-after-outreach-to-assad-1.93018288;https://eaworldview.com/2023/01/turkey-defense-minister-assad-regime/;https://www.omanobserver.om/article/1130808/world/europe/turkey-hosts-syria-oppn-after-outreach-to-assad;http://www.jordantimes.com/news/region/turkey-hosts-syria-opposition-after-outreach-assad,0,MR
SYR202301-3,Syria,652,,Damascus,SYR,36.2919,33.5131,4,1,2023,United Arab Emirates,CON_591,CON_591,696,1,E,indnam17,Abdullah Bin Zayed Al Nayan,Arab Cooperation Process,Syria,118,,1,1,0,,,"The UAE Foreign Minister, Abdullah bin Zayed, has met Bashar al-Assad in Damascus.No details of the discussion were offered beyond “cooperation” in “bilateral relations” and the wishes of the Emirati leadership for “more stability, progress and prosperity for Syria and the Syrian people”.The Foreign Minister also declared the UAE’s keen support for efforts for “a political solution to the Syrian crisis that restores the security, stability and unity of Syria”....Washington has reacted to a visit by the UAE Foreign Minister to Damascus, threatening that any attempt to normalize ties with the Assad government will prove costly to them.Abdullah bin Zayed Al Nahyan's recent trip to Damascus was the second time he met with the Syrian President Bashar Al Assad, as the two Arab nations continue to warm up to each other.The two top diplomats discussed restoration of relations and boosting of economic ties, with Assad saying that they will help regional stability and Sheikh Abdullah, accompanied by a group of economic and security officials on his visit, expressing support for a diplomatic solution to the conflict in Syria.","https://www.presstv.ir/Detail/2023/01/09/695996/UAE-and-Syria-Defense-Ministers-meeting-in-Damascus,-angers-Washington-;https://eaworldview.com/2023/01/turkey-defense-minister-assad-regime/;https://theinsightinternational.com/syria-get-arab-fold-2023-04-26",0,MR
LIB202301-1,Libya,620,,Cairo,EGY,31.2358,30.0444,5,1,2023,Egypt,CON_82,CON_82,651,1,P,indnam184,Hanafy El-Gebaly,Egyptian Initiative,House of Representatives; High Council of State,PAAX;PAAX,,2+,1,1,Joint statement on next steps (election related),,"Heads of rival assemblies, Aghela Saleh of Tobruk-based House of Representatives (HoR) and Khaled Mishri of Tripoli-based High State Council (HSC), 5 Jan met in Egyptian capital Cairo, pledged in vaguely-worded joint statement to refer amended constitutional draft to their respective chambers..... As a result of a meeting between Mr. Saleh and Mr. Mishri on 5 January in Cairo, the two leaders announced that they would task a joint committee composed of members of the two chambers with submitting a draft constitutional basis to the two houses for consideration and that they would later set out a road map for the holding of elections.... the resumption of talks between Speaker of the House of Representatives Aguila Saleh and President of the High State Council Khaled Mishri. The two met in Cairo on 5 January. In a statement following the meeting, UNSMIL “strongly encourage[d] the two chambers to now swiftly reach a complete and final agreement including on the contentious issues to finalize the steps required to take the country to inclusive national elections within a specific timeframe”..... In the past few days, Cairo has been the scene for several encounters between Libya’s rival parties. Speaker of Libya’s House of Representatives, Aguila Saleh, and chairman of the High Council of State (HCS), Khaled Al-Mishri, met in Cairo last Thursday where they achieved a breakthrough in negotiations the constitutional basis for elections in the country......In Egypt a conference between the two rival governments ended in an agreement to resolve differences over elections and hold those elections as soon as possible. The Tripoli faction was represented by the chairman of the High Council of State while the Tobruk faction sent the speaker of their parliament. This conference did not come up with a timeline, only that both sides would work out problems delaying national elections. That’s what everyone has been working on for over a year..... Khalid Almishri, head of the High Council of State, a body that acts as an upper house, met with the speaker of the Tobruk parliament, Aguilah Saleh, in Cairo on Thursday. Egyptian Parliament Speaker Hanafy El Gebaly arranged the face-to-face meeting, highlighting Egypt's role as a mediator in the Libyan crisis. Representatives of the two administrations came closer on the constitutional document that should govern the pre- and post-election period but left many issues unresolved. No dates or deadlines were mentioned. Nor did they determine whether dual citizens would be able to run for the presidency, or when candidates would have to resign from any office if they wished to run. After the meeting in Egypt, Almishri and Saleh agreed to meet again in Egypt to initial the final version of the legal text.",https://www.crisisgroup.org/crisiswatch/database?location%5B0%5D=95&crisis_state=&created=&from_month=1&from_year=2024&to_month=1&to_year=2024&page=2;https://unsmil.unmissions.org/sites/default/files/report_of_the_secretary-general_antonio_guterres_on_the_united_nations_support_mission_in_libya_-_05_april_2023.pdf;https://atalayar.com/index.php/en/content/saif-al-islam-gaddafi-emerges-alternative-libyas-two-warring-factions;https://www.securitycouncilreport.org/monthly-forecast/2023-02/libya-38.php;https://libyaupdate.com/possible-meeting-between-sisi-and-menfi-in-cairo-italian-press-reports/;http://www.strategypage.com/qnd/libya/articles/20230110.aspx;,0,M
SYR202301-4,Syria,652,,unknown,,,,5,1,2023,Turkey,CON_562,CON_562,640,1,P,,,,Opposition Rebels (Syria),ACLED,,1,1,0,,,Turkish Defence Minister Hulusi Akar 4 Jan reassured Türkiye-backed groups Ankara would not take steps they oppose. Turkish President Erdoğan 5 Jan signalled possible meeting with President Assad.,https://www.crisisgroup.org/crisiswatch/database?location_region%5B0%5D=81&location%5B0%5D=83&crisis_state=&created=custom&from_month=1&from_year=2010&to_month=1&to_year=2024&page=25,0,MR
YEM202301-31,Yemen,678,,Riyadh,SAU,46.7167,24.6333,5,1,2023,Saudi Arabia; OSESG-Yemen,CON_419;IGO_990,CON_419;IGO_990,670;,2,P,indnam186,Hans Grundberg,UN Process,Yemen (2022-) Presidential Leadership Council,ACLED,,1,1,0,,,"The Special Envoy met on 5 January in Riyadh with the President of the Yemeni government’s Presidential Leadership Council (PLC), Rashad Al-Alimi.",https://www.securitycouncilreport.org/whatsinblue/2023/01/yemen-briefing-and-consultations-30.php,1,M
SYR202301-5,Syria,652,,unknown,,,,6,1,2023,Russia; Turkey; United Arab Emirates,CON_21;CON_562;CON_591,CON_21;CON_562;CON_591,365;640;696,3,H,,,Arab Cooperation Process,Syria,118,,1,1,0,,,"Turkey, Russia and the United Arab Emirates are redoubling efforts to rehabilitate Syria’s President Bashar al-Assad and shape the decade-long war in his country, to the detriment of U.S.-backed forces. Turkey, which backed the 2011 rebellion against Assad, is now prepared to publicly recognize his rule over Syria and work to rebuild diplomatic, security and trade ties, people briefed on the Turkish position said. In return, Turkish President Recep Tayyip Erdogan wants Assad to rule out allowing the U.S.-backed Kurdish YPG to form an autonomous area in northern parts of the country that they currently control, as part of any future peace agreement, the people said.Read more at: https://www.stripes.com/theaters/middle_east/2023-01-06/turkey-russia-syria-assad-deal-8670952.htmlSource - Stars and Stripes",https://www.stripes.com/theaters/middle_east/2023-01-06/turkey-russia-syria-assad-deal-8670952.html;https://ummid.com/news/2023/january/09.01.2023/bashar-al-assad-a-pariah-no-more.html;https://www.prokerala.com/news/articles/a1379800.html;https://www.dailyexcelsior.com/assad-a-pariah-no-more/,0,MR
